Gender,Age,Overweight family,Eats high caloric,eats vegatables ,number meals per day,eats food betw meals,smokes,water intake,monitors calories,frequency of physical activity,daily time spent on tech,alc consumption,mode of transport,obesity level
1,34.098174,1,1,2,2.997414,2,2,1.259454,2,1.945327,1.9976,2,1,3
2,21.001282,1,2,2.1239,1.672958,2,2,2,2,2.583438,2.323363,1,4,3
2,21.95994,1,2,2,1.680838,2,2,1.833635,2,1.382876,1.575848,1,4,3
1,19.795269,1,1,2.332074,3,2,2,2.999495,2,3.415964,1.442513,2,4,3
2,19.090023,1,2,2.748243,3.070386,2,2,1.962322,2,2.245753,2,1,4,3
2,20.820455,1,2,2.303656,3,2,2,1.163111,2,2.936482,2.229877,1,4,3
1,22.087056,1,1,1.904732,2.608416,2,2,1.204175,2,1,2.895323,2,4,3
1,22.185756,1,1,1.979944,1.599464,2,2,2,2,1.27148,1.829475,2,4,3
2,22.980957,1,1,2,2.815255,2,2,1.622214,2,1.464892,2.463664,1,4,3
1,23,1,1,2,2.395785,2,2,1.40077,2,1.788659,2.544357,1,4,3
1,24.190896,1,1,2,3,2,2,2.056053,2,1,2,2,4,3
1,23.94003,1,1,2.407817,2.844138,2,2,1.983649,2,1.868732,1.189354,2,4,3
2,26.591628,1,1,2.734314,3,2,2,3,2,1.897713,1.918372,3,4,3
1,31.264628,1,1,2,3,2,2,1.199517,2,1.147748,1.263339,2,4,3
2,23.629159,1,1,2,3,2,2,2.386904,2,1.936312,2.34413,2,4,3
2,26.208134,1,1,2.784383,3,2,2,2.165605,2,1.855974,1.839659,3,1,3
1,17.689057,1,1,2.009952,2.716106,2,2,1.660614,2,2,1.61473,2,4,3
1,19.16097,1,2,2.008656,1.402771,2,2,3,2,1.223484,1.33813,2,4,3
1,25.45763,1,1,1.122127,2.865657,2,2,2,2,2.38775,2.944277,2,4,3
1,22.988004,1,1,1.963965,1.836226,2,2,1.85537,2,1,2.667745,2,4,3
1,23.603191,1,1,2.319776,2.884848,2,2,2.154898,2,1.435544,1.954326,2,4,3
1,22.882558,1,1,1.899116,2.375026,2,2,1.39854,2,1,2.365793,2,4,3
2,23.586058,1,1,2.042762,2.9774,2,2,1.522426,2,1.512427,2.139235,2,4,3
1,34.432669,1,1,2.129668,2.693646,2,2,2.60669,2,2.271834,1.391898,1,1,3
2,25.472995,1,1,2.182401,2.832018,2,2,2.456939,2,1.148819,1.534125,3,4,3
1,55.022494,1,1,2,3,2,2,2,2,2,1,1,1,3
1,34.647036,1,1,2.802696,3,2,2,2.978465,2,2.974656,1.936935,1,1,3
1,21.997335,1,1,2,3,2,2,2,2,1.537442,3,1,4,3
1,18.181821,1,2,2.492758,2.270163,2,2,1.992586,2,2.453467,1.864583,1,4,3
2,41.743333,1,1,2.733129,3,2,2,1.302594,2,1,2.213349,1,1,3
1,21.473078,1,1,2,2.646717,2,2,2,2,3.637525,2.358823,1,4,3
2,27.757187,1,2,2,1,2,2,1.278578,2,1.13223,1,1,4,3
2,25.113537,1,2,2,1.193729,2,2,1.846441,2,1.546413,1.335722,1,4,3
2,21.82165,1,2,2,1.477581,2,2,1.995035,2,1.434676,1.52743,1,4,3
2,20.670975,1,2,2.294067,3.209508,2,2,2,2,2.214188,2.362143,1,4,3
1,22.649792,1,1,2,2.756622,2,2,1.606076,2,1.443974,2.749586,1,4,3
1,23.154311,1,1,2.315932,2.658478,2,2,1.568476,2,1.949976,1.544899,2,4,3
2,38.097395,1,1,3,3,2,2,2.166024,2,1,1,1,1,3
2,37.642177,1,1,2.802128,3,2,2,1.744628,2,1,1.732267,1,1,3
2,34.176795,1,1,2.79606,1.971472,2,2,1.921601,2,1.945327,1.714637,1,1,3
2,34.231083,1,1,2.086898,1.818026,2,2,2.088929,2,1.415433,2.141787,1,1,3
1,31.965402,1,1,2.333503,1.820779,2,2,2.559265,2,2.437294,1.482357,2,1,3
1,33.185661,1,1,2,1.724887,2,2,3,2,2,1,2,1,3
2,18.741188,1,2,3,3.129155,2,2,2,2,2.644244,2,1,4,3
2,19.955257,1,2,3,3.856434,2,2,2,2,2.43427,2,2,4,3
1,19.684891,1,2,1.653081,2.753418,2,2,2.192063,2,2.474947,1.528543,2,4,3
1,47.7061,1,1,2.535315,3,2,2,1.146595,2,1.42482,1,1,1,3
1,17.997009,1,2,2,3,2,2,2.976229,2,2,1.232993,2,4,3
1,17.971786,1,1,2.765769,3,2,2,2.845134,2,2,1.43683,2,4,3
1,20.432717,1,1,2.215464,2.116195,2,2,1.80996,2,2.921577,1.972746,1,4,3
2,33.954433,1,1,3,2.049908,2,2,1.999882,2,2.647468,1.21734,1,1,3
1,17.039058,1,1,2,3,2,2,3,2,2.14739,1.933813,2,4,3
1,33.070142,1,1,2,1.044628,2,2,2.01051,2,3.815812,1,1,1,3
1,34.993835,1,1,2.63165,2.98212,2,2,2.778587,2,3.667749,1.915282,1,1,3
1,35.719457,1,1,2,1.009426,2,2,2.136398,2,2.161449,1,1,1,3
2,19.005725,1,2,2.942154,2.667711,2,2,2.184768,2,2.534415,1.815118,2,4,3
2,18.850466,1,2,3,3.000974,2,2,2,2,3.374348,2,2,4,3
1,31.540751,1,1,2,2.698883,2,2,2.035104,2,1.598448,1.127126,2,1,3
1,23.335391,1,1,2.716909,2.598079,2,2,2.90545,2,2.611442,1.276893,2,4,3
1,19.749627,1,2,1.83746,3,2,2,2,2,2.294529,2.323763,1,4,3
1,19.565496,1,2,1.936479,2.837388,2,2,2.159987,2,2.475773,1.646524,2,4,3
1,30.357745,1,1,2.045027,2.946063,2,2,1.307563,2,2.443485,1.934493,2,4,3
1,27,1,1,2.760607,1,2,2,1.336378,2,2.898889,1.487375,2,4,3
1,21.380336,1,1,2.09449,1.873484,2,2,2,2,3.179719,1.881424,2,4,3
1,33.151905,1,1,2,2.473911,2,2,2.452789,2,1.943793,1,1,1,3
1,18,1,1,2.907062,3,2,2,2.740848,2,2.329837,1.137634,2,4,3
1,32.241587,1,1,2,1.79558,2,2,1.855054,2,2.184573,1.328574,2,4,3
1,31.662814,1,1,2.399531,2.623079,2,2,2.535127,2,2.141753,1.616364,2,1,3
1,24.347414,1,1,1.521604,2.174968,2,2,2,2,1,1.633467,2,4,3
1,24.362124,1,1,2,2.676148,2,2,2.083939,2,1.643264,1.993786,2,4,3
2,19.462713,1,2,2.501683,3.394788,2,2,1.337378,2,1.943888,2,1,4,3
2,35.432059,1,1,2,3,2,2,1.992548,2,1.149317,2.538724,1,1,3
2,33.864257,1,1,2.76802,2.137068,2,2,1.873591,2,1.966974,1.692944,1,1,3
1,23.807181,1,1,2.742796,2.937607,2,2,1.99467,2,2,1.133564,2,4,3
1,39.585811,1,1,2.325623,1.313403,2,2,1.94609,2,1.614359,1,1,1,3
2,45.821267,1,1,2.076689,3,2,2,1.026729,2,1.647798,1,1,1,3
1,25.929746,1,1,3,3,2,2,2.045069,2,2.735942,2.629596,2,4,4
1,26.042738,1,1,3,3,2,2,2.509147,2,3,2.564796,2,4,4
1,30.551762,1,1,2.271306,3,2,2,1.771198,2,3,1.423753,2,1,4
1,39.759575,1,1,2.33361,2.113575,2,2,2.504136,2,3.998982,2,2,1,4
2,31.386405,1,1,2.13683,2.092179,2,2,1.505381,2,1,1,2,4,4
2,25.706285,1,1,2,1,2,2,2,2,1,1,2,4,4
2,43.604901,1,1,2.909853,1,2,2,2,2,2.418853,1,1,1,4
2,42.31607,1,1,2.490507,2.974204,2,2,1.846754,2,1,1,1,1,4
2,22.654316,1,1,1.063449,1,2,2,2,2,1,2.483126,2,4,4
2,22.679935,1,1,2.699282,1,2,2,2.598632,2,1.393194,3,2,4,4
1,24.079524,1,1,2,3,2,2,2.843675,2,2.419414,2.338655,1,4,4
1,21.196152,1,1,2.4277,1.001633,2,2,3,2,2.273642,2,1,4,4
2,22.596576,1,1,2.87599,1.2919,2,2,2.777712,2,1.443824,2,1,4,4
2,23,1,1,2.177243,3,2,2,2.715572,2,3.341219,1.171897,1,4,4
2,37.356288,1,1,2,3,2,2,1.630528,2,1,1,2,1,4
1,22.754646,1,1,2,3,2,2,2.287248,2,3.669279,2.337867,1,4,4
1,23.252906,1,1,2,3,2,2,3,2,4,3,1,4,4
2,22.025438,1,1,3,1,2,2,3,2,2.381934,2.77795,1,4,4
2,18.086772,1,1,3,3,2,2,1,2,2.13975,2.351199,2,4,4
1,25.994393,1,1,3,3,2,2,1.776991,2,2.757734,1,2,1,4
2,40.821515,1,1,2,3,2,2,1.406115,2,1,1,2,1,4
1,23,1,1,2,3,2,2,1.530493,2,1.967637,2,1,4,4
2,37.955371,1,1,2.846452,1.139317,2,2,1.459511,2,2.72817,1,2,1,4
1,31.315593,1,1,2.19011,2.029858,2,2,2.348981,2,2.946917,1,2,1,4
1,22.661556,1,1,2,3,2,2,2,2,1,1.215936,1,4,4
1,40.317787,1,1,2,3,2,2,2.680292,2,2.549694,1.533359,2,1,4
1,23.365649,1,1,2,3,2,2,3,2,4,3,1,4,4
1,21.72127,1,1,2,2.977543,2,2,2.205977,2,3.698874,3,1,4,4
1,35.389491,1,1,2.069267,1.476204,2,2,3,2,3.15353,1.193736,3,1,4
2,22.061461,1,1,1.362441,2.57038,2,2,2.166228,2,3.343852,2.382242,1,4,4
2,23,1,1,2.09663,2.879541,2,2,2.432967,2,2.887123,1,1,4,4
2,23,1,1,2.928234,1.458507,2,2,2.777379,2,1.454542,2.717128,1,4,4
2,40.951591,1,1,2,1.105617,2,2,1.372811,2,2.639443,1,2,1,4
2,39.135634,1,1,2,3,2,2,1,2,1,1,2,1,4
1,26.271621,1,1,2,3,2,2,3,2,1.669378,1.515366,2,1,4
2,23.779235,1,1,2,1,2,2,2,2,1.837513,1,1,4,4
1,20.586978,1,1,2,3,2,2,1.689793,2,2.464314,1,1,4,4
1,21.669478,1,1,2,3,2,2,2.771469,2,3.459449,2.316352,1,4,4
2,23,1,1,2,1,2,2,2,2,1.136243,1,1,4,4
1,20.825962,1,1,2,3,2,2,1.155384,2,1.114948,1.536999,2,4,4
1,18.178023,1,1,2,1.854536,2,2,2.160169,2,2,3,2,4,4
2,18,1,1,2.496455,3,2,2,1.850344,2,2.166212,1.733365,2,4,4
2,18.267696,1,1,1.70825,3,2,2,1,2,1.899864,2,2,4,4
1,23,1,1,2.262171,3,2,2,2.03415,2,1.427464,1.518663,2,4,4
1,23,1,1,2.740633,3,2,2,2.081005,2,1.651345,1.76916,2,4,4
1,20.9859,1,1,2,3,2,2,1.608128,2,1.478244,1,1,4,4
1,21.504943,1,1,2,3,2,2,2.715252,2,1,1.632615,1,4,4
1,18,1,1,2,1.08687,2,2,2.279124,2,2,2.619773,1,4,4
1,18,1,1,2,1.25535,2,2,2.497065,2,2,2.442615,1,4,4
2,19.442663,1,1,1.081585,2.870661,2,2,1.11756,2,1,2.626836,2,4,4
2,22.865018,1,1,2.587789,1.482103,2,2,1.911664,2,1,1.238682,2,4,4
1,21.948577,1,1,2.252653,3,2,2,2.962371,2,2,1,2,4,4
1,21.214617,1,1,2,3,2,2,3,2,1.743286,2,2,4,4
1,22.277859,1,1,2,3,2,2,3,2,1.975287,2,2,4,4
2,37.832949,1,1,2.036613,1.81698,2,2,1.93059,2,2.852414,1,2,1,4
2,37.631769,1,1,2,2.582591,2,2,1.535134,2,2.88453,1,2,1,4
1,17.6739,1,1,2,3,2,2,2,2,1,1.333324,1,4,4
2,37.524551,1,1,2,3,2,2,2.102976,2,1,1,2,1,4
2,43.510672,1,1,2,3,2,2,2.091934,2,1,1,2,1,4
1,18,1,1,2,2.164839,2,2,2.094479,2,2,1.676557,2,4,4
1,18,1,1,2,2.141839,2,2,2.939847,2,2,1.213156,2,4,4
1,29.506287,1,1,2,2.877583,2,2,2.358038,2,1.877395,2.827246,2,1,4
2,18,1,1,2.609123,3,2,2,1.955053,2,2.286124,1,1,4,4
1,24.733308,1,1,1.036159,3,2,2,1,2,1.444124,1.339367,2,1,4
1,29,1,1,1.851262,3,2,2,2.11267,2,1.488369,1,2,1,4
2,18,1,1,2,3,2,2,1.051735,2,2,1,1,4,4
1,21.098035,1,1,2,2.95833,2,2,2,2,1,2.595316,1,4,4
1,19.089595,1,1,2,2.119826,2,2,2,2,1,2.883539,1,4,4
2,18.312665,1,1,2.501236,3,2,2,1.220331,2,1.345114,1.537313,1,4,4
1,18.260079,1,1,2,3,2,2,3,2,2.784858,1,1,4,4
1,26.004294,1,1,3,3,2,2,2.925029,2,3,2.758865,2,4,4
1,25.994746,1,1,3,3,2,2,2.858171,2,2.824428,1.681325,2,4,4
1,36.726617,1,1,2.031185,2.992606,2,2,2.852254,2,3.11234,1.36137,3,1,4
1,38.297259,1,1,2.014194,2.050121,2,2,2.184707,2,3.111562,1.853892,3,1,4
2,30.163408,1,1,2.028225,1.923607,2,2,1.798917,2,1,1,1,4,4
2,28.770039,1,1,2,1,2,2,2,2,1.115415,1,1,4,4
2,42.337283,1,1,2.81646,2.27374,2,2,1.722063,2,1,1,1,1,4
2,47.283374,1,1,2.037585,1.418985,2,2,1.827351,2,1,1,1,1,4
2,22.518787,1,1,1.853314,1.320768,2,2,2.135552,2,1.348144,2.737838,2,4,4
2,22.836315,1,1,1.00876,1,2,2,2,2,1,1.585923,2,4,4
1,23,1,1,2,3,2,2,1.490613,2,1.654426,2,1,4,4
1,22.975526,1,1,2,3,2,2,2.02127,2,2.824869,2.166613,1,4,4
1,22.720449,1,1,2.103335,2.964024,2,2,3,2,1.643947,2,1,4,4
1,23.887569,1,1,2,3,2,2,3,2,1.614648,1.969185,1,4,4
2,23,1,1,2.060922,2.933409,2,2,2.235282,2,1.481644,1.1136,1,4,4
2,23,1,1,2.058687,2.962004,2,2,2.010596,2,1.852159,1.631866,1,4,4
2,38.148845,1,1,2,3,2,2,1.274774,2,1,1,2,1,4
2,37.96543,1,1,2.533605,1.271624,2,2,1.893691,2,2.396545,1,2,1,4
1,22.771612,1,1,2,3,2,2,3,2,4,3,1,4,4
1,22.582371,1,1,2,3,2,2,3,2,4,3,1,4,4
2,21.008051,1,1,2.457547,1.00061,2,2,3,2,2.462544,2,1,4,4
2,22.591026,1,1,2.983851,1.068443,2,2,2.854161,2,2.214319,2,1,4,4
2,16.129279,1,1,2.954996,3,2,2,1,2,3.192863,2.16153,1,4,4
2,16.913841,1,1,2.061969,3,2,2,1.229171,2,3.493147,2.356229,1,4,4
1,29.43879,1,1,3,3,2,2,1.163264,2,2.866134,2.614618,2,1,4
1,29.881301,1,1,3,3,2,2,1.271178,2,2.944738,1,2,1,4
2,43.591999,1,1,2,3,2,2,2.117346,2,1,1,1,1,4
2,40.993179,1,1,2,3,2,2,2.952506,2,1,1,1,1,4
1,22.936098,1,1,2,3,2,2,1.746197,2,1.455326,1.335258,1,4,4
1,23,1,1,2,3,2,2,1.249307,2,1.974465,2,1,4,4
2,37.597953,1,1,2.450784,2.952821,2,2,1.335192,2,1.281376,1,2,1,4
2,37.532066,1,1,2.972426,3,2,2,1.636326,2,1,1,2,1,4
1,31.630054,1,1,2.467002,1.851088,2,2,2.104054,2,2.992565,1,2,1,4
1,31.641081,1,1,2.934671,2.119682,2,2,2.041462,2,1.578174,1,2,1,4
1,21.872484,1,1,2,2.970675,2,2,2,2,1,1.269394,1,4,4
1,21.834894,1,1,2,2.966803,2,2,2,2,1,2.382542,1,4,4
1,36.023972,1,1,2.903545,1.508685,2,2,2.450069,2,2.45474,1,2,1,4
1,39.656559,1,1,2.043359,2.209314,2,2,2.785804,2,2.359624,1.669626,2,1,4
1,24.184891,1,1,2,3,2,2,2.973729,2,3.492643,2.36595,1,4,4
1,23.237302,1,1,2,3,2,2,2.988771,2,3.439934,2.978143,1,4,4
1,35.322112,1,1,2.787589,1.114564,2,2,3,2,3.721448,1.573285,2,1,4
1,31.387982,1,1,2.39728,2.036794,2,2,2.659419,2,2.163122,2.772235,2,1,4
2,23,1,1,2.150054,2.988539,2,2,2.768325,2,3.18525,1,1,4,4
2,23,1,1,2.977585,1.630506,2,2,2.839319,2,2.192474,1.889527,1,4,4
2,22.679454,1,1,2.274491,1,2,2,2.2695,2,1.946462,2.73217,2,4,4
2,22.480889,1,1,1.557287,1,2,2,2.371015,2,1.388143,3,2,4,4
2,41.403862,1,1,2.152264,2.977999,2,2,1.513199,2,1,1,2,1,4
2,40.702771,1,1,2,3,2,2,1.326165,2,1,1,2,1,4
1,29.389239,1,1,2.08841,2.644692,2,2,2.773236,2,2.353473,1,2,1,4
1,30.967417,1,1,2.180047,2.733077,2,2,2.77962,2,2.454239,1,2,1,4
2,23.474165,1,1,2,1,2,2,2,2,1.876212,1,1,4,4
2,24.317607,1,1,2,1,2,2,2,2,1.853446,1,1,4,4
1,17.052914,1,1,2,3,2,2,2,2,1.167492,1.894215,1,4,4
1,18.04892,1,1,2,3,2,2,2,2,2.579442,1.839863,1,4,4
2,22.875223,1,1,1.826885,1,2,2,2,2,1,1.459374,1,4,4
2,22.884722,1,1,1.754401,1,2,2,2,2,1,1.312919,1,4,4
1,18.729566,1,1,2,2.427137,2,2,2.574073,2,2,3,2,4,4
1,21.011124,1,1,2,3,2,2,3,2,1.788585,2.331139,2,4,4
2,18.603496,1,1,1.524428,3,2,2,1.383831,2,1.241427,2,2,4,4
2,21.106056,1,1,1.164062,3,2,2,1.157395,2,1,1.331852,2,4,4
1,23,1,1,2.123159,3,2,2,2.415343,2,1.395278,1.569853,2,4,4
1,21.980847,1,1,2,3,2,2,2.745242,2,1,1.81898,2,4,4
1,21.016665,1,1,2.259679,3,2,2,1.026143,2,1.368812,1.177828,2,4,4
1,21.72738,1,1,2.044326,3,2,2,2.35818,2,1.449472,1,2,4,4
1,18,1,1,2,1.867836,2,2,2.438398,2,2,1.813315,1,4,4
1,18,1,1,2,1.548407,2,2,2.191401,2,2,2.676944,1,4,4
2,19.431662,1,1,2.843456,2.937989,2,2,1.001995,2,1,2.554414,1,4,4
2,18.166318,1,1,2.864776,3,2,2,1.876915,2,1.642565,1.286424,1,4,4
1,22.352025,1,1,2.871137,3,2,2,2.627569,2,2,1,2,4,4
1,22.469351,1,1,2.282803,3,2,2,2.104264,2,2,1,2,4,4
1,19.524698,1,1,2,3,2,2,3,2,2,2.124818,2,4,4
1,20.491475,1,1,2,3,2,2,3,2,1.767124,2,2,4,4
2,39.213399,1,1,2.020502,1.237454,2,2,1.93142,2,2.967974,1,2,1,4
2,38.098745,1,1,2.020785,1.169173,2,2,1.972551,2,2.914448,1,2,1,4
1,19.034033,1,1,2,2.391753,2,2,2,2,1,2.229877,1,4,4
1,17.073648,1,1,2,3,2,2,2,2,2.74319,1.148627,1,4,4
2,38.547267,1,1,2,3,2,2,1.084442,2,1,1,2,1,4
2,38.683794,1,1,2,3,2,2,1,2,1,1,2,1,4
1,18,1,1,2,2.475444,2,2,2.655795,2,2,1.269879,1,4,4
1,18,1,1,2,2.478794,2,2,2.967064,2,2,1.4346,1,4,4
1,29.622804,1,1,2.407817,2.070033,2,2,1.796257,2,2.344484,1.278718,2,1,4
1,30.79626,1,1,2.21498,2.282392,2,2,1.179942,2,2.772754,1.537659,2,1,4
2,18,1,1,2.737149,3,2,2,1.997195,2,2.453664,1.468483,2,4,4
2,18.107092,1,1,1.899793,3,2,2,1.439962,2,1.9539,1.838847,2,4,4
1,31.335093,1,1,2.274164,1.049534,2,2,1.358172,2,2.483422,1,2,1,4
1,29,1,1,1.897796,3,2,2,1.193039,2,1.122529,1,2,1,4
2,18.011903,1,1,2.85916,3,2,2,1,2,2.131535,1.786166,1,4,4
2,18,1,1,2,3,2,2,1.039313,2,2,1,1,4,4
1,21.077356,1,1,2,1.66338,2,2,2,2,1,2.865852,1,4,4
1,21.052016,1,1,2,1.672751,2,2,2,2,1,2.946273,1,4,4
2,18.078256,1,1,2.340405,3,2,2,1.655245,2,2.116884,1.548539,1,4,4
2,18.063582,1,1,2.921576,3,2,2,1.003636,2,2.111337,1.915596,1,4,4
1,20.418832,1,1,2,3,2,2,2.793505,2,3.32949,1.313913,1,4,4
1,20.580984,1,1,2,3,2,2,2.401315,2,3.892986,1,1,4,4
1,26.032416,1,1,3,3,2,2,2.110611,2,2.891917,2.58483,2,4,4
1,25.955361,1,1,3,3,2,2,2.480277,2,2.796779,2.596563,2,4,4
1,26.015448,1,1,3,3,2,2,2.224914,2,2.782589,2.59415,2,4,4
1,25.920738,1,1,2.92711,3,2,2,2.151496,2,2.266164,2.519832,2,4,4
1,29.633715,1,1,2.805533,3,2,2,1.882847,2,3,1.71778,2,1,4
1,32.895637,1,1,2.902469,1.734762,2,2,2.600238,2,3.224993,1.584755,2,1,4
1,38.748307,1,1,2.845961,1.92822,2,2,2.642273,2,3.999928,2,3,1,4
1,39.685846,1,1,2.252698,2.475228,2,2,2.923856,2,3.265439,1.626145,3,1,4
2,33.226808,1,1,2.02091,2.093831,2,2,1.506518,2,1,1,2,1,4
2,26.220065,1,1,2.108163,1.231915,2,2,1.808127,2,1,1,2,1,4
2,23.090215,1,1,1.518966,1,2,2,2,2,1,2.194146,1,4,4
2,24.565628,1,1,2.260543,1.374791,2,2,1.947935,2,1,1.178617,1,4,4
2,42.586285,1,1,2.522183,1.326982,2,2,1.872673,2,2.148517,1,1,1,4
2,43.719395,1,1,2.186322,2.900915,2,2,2.471033,2,1.356224,1,1,1,4
2,43.37634,1,1,2.76632,1.317884,2,2,1.889341,2,1.991643,1,1,1,4
2,39.648946,1,1,2.071622,2.977909,2,2,1.468297,2,1,1,1,1,4
2,22.693989,1,1,1.918251,1.355752,2,2,1.998108,2,1,2.383916,2,4,4
2,22.676243,1,1,1.967061,1,2,2,2.548651,2,1.349364,2.526732,2,4,4
2,22.804818,1,1,2.964419,1,2,2,2.977516,2,1.743224,3,2,4,4
2,22.857123,1,1,2.640801,1.015488,2,2,2.022355,2,1.344749,1.389328,2,4,4
1,23.096353,1,1,2,2.986172,2,2,2.364208,2,3.493413,2.633516,1,4,4
1,22.815416,1,1,2,2.993623,2,2,2.326635,2,3.346586,2.539433,1,4,4
2,21.02064,1,1,2.870152,1.001383,2,2,3,2,2.433558,2,1,4,4
2,21.001458,1,1,2.482575,1.001542,2,2,3,2,2.752656,2,1,4,4
2,22.87795,1,1,2.290095,2.590283,2,2,2.506296,2,1.423354,2,1,4,4
2,22.847618,1,1,2.074843,1.773916,2,2,2.428271,2,1.145192,2,1,4,4
2,23,1,1,2.14128,2.989112,2,2,2.519841,2,3.22247,1.123483,1,4,4
2,23,1,1,2.334474,1.496776,2,2,2.776724,2,1.783426,1.267738,1,4,4
2,39.129291,1,1,2,3,2,2,1.186996,2,1,1,2,1,4
2,37.441044,1,1,2,2.994046,2,2,1.603549,2,2.445857,1,2,1,4
1,22.969366,1,1,2,3,2,2,2.133469,2,2.141299,2.183838,1,4,4
1,22.735328,1,1,2,3,2,2,2.183149,2,2.943486,1.323767,1,4,4
1,23.32471,1,1,2,3,2,2,3,2,4,3,1,4,4
1,23.668137,1,1,2,3,2,2,3,2,4,3,1,4,4
2,21.895468,1,1,2.693859,1.000283,2,2,3,2,2.312414,2.623433,1,4,4
2,21.3928,1,1,2.607747,1.000414,2,2,3,2,2.369269,2.461564,1,4,4
2,18.178076,1,1,2.66889,3,2,2,1.172593,2,1.886448,2.353677,1,4,4
2,18.907514,1,1,3,3,2,2,1,2,1.325287,2.295939,1,4,4
1,26.011928,1,1,3,3,2,2,1.911379,2,2.922196,2.133393,2,4,4
1,25.696736,1,1,2.921225,3,2,2,2.869439,2,1.282754,1.233533,2,4,4
2,40.466313,1,1,2,3,2,2,1.572371,2,1,1,2,1,4
2,38.445148,1,1,2,3,2,2,1.440629,2,1,1,2,1,4
1,24.473062,1,1,1.492834,3,2,2,1.005367,2,1.933749,1.733332,1,1,4
1,23.479181,1,1,1.220024,3,2,2,1.046254,2,1.531989,1.62599,1,1,4
2,38.397463,1,1,2.667676,1.135278,2,2,1.399629,2,2.648884,1,2,1,4
2,37.974483,1,1,2.569075,2.463113,2,2,1.567366,2,1.459244,1,2,1,4
1,31.783524,1,1,2.949242,1.782109,2,2,2.210997,2,2.993729,1,2,1,4
1,29.681308,1,1,2.104772,2.376374,2,2,2.218691,2,2.53284,1,2,1,4
1,21.587743,1,1,2,2.976098,2,2,2,2,1,2.39333,1,4,4
1,21.746113,1,1,2,2.968098,2,2,2,2,1,2.393476,1,4,4
1,39.569004,1,1,2.871768,1.792695,2,2,2.691322,2,3.545717,1.913913,3,1,4
1,36.67933,1,1,2.540949,1.116401,2,2,2.929123,2,3.787429,1.733882,3,1,4
1,22.927011,1,1,2,3,2,2,2.530301,2,3.89228,2.387227,1,4,4
1,23.329344,1,1,2,3,2,2,3,2,4,3,1,4,4
1,22.126325,1,1,2,2.984523,2,2,2.263551,2,3.829662,3,1,4,4
1,21.679158,1,1,2,2.978103,2,2,2.668261,2,3.463369,2.413424,1,4,4
1,36.673882,1,1,2.222282,1.578751,2,2,2.791604,2,3.453192,1.327846,2,1,4
1,37.936044,1,1,2.04516,1.874532,2,2,2.856521,2,3.115386,1.215418,2,1,4
2,22.226815,1,1,2.094184,2.735706,2,2,2.257922,2,3.341547,1.295339,1,4,4
2,22.538932,1,1,1.123672,1.014916,2,2,2.042078,2,2.846666,2.436213,1,4,4
2,22.307413,1,1,2.049112,2.622055,2,2,2.280555,2,3.153896,1.896285,1,4,4
2,22.362877,1,1,1.880534,2.806566,2,2,2.313245,2,3.246778,1.296184,1,4,4
2,22.89974,1,1,1.203754,1.355354,2,2,2.765593,2,1.238443,2.659476,2,4,4
2,22.997168,1,1,2.73691,1.478334,2,2,2.677409,2,1.165364,1.41699,2,4,4
2,38.895069,1,1,2.736628,1.130751,2,2,1.385175,2,2.666965,1,2,1,4
2,40.789529,1,1,2,1.099151,2,2,1.687611,2,2.874663,1,2,1,4
2,40.654155,1,1,2,3,2,2,1,2,1,1,2,1,4
2,38.542937,1,1,2,3,2,2,1.095134,2,1,1,2,1,4
1,25.95383,1,1,2,3,2,2,3,2,1.424644,1.931858,2,1,4
1,26.826961,1,1,2,3,2,2,3,2,1.884945,1.23338,2,1,4
2,23.803904,1,1,2,1,2,2,2,2,1.157758,1,1,4,4
2,23.652435,1,1,2,1,2,2,2,2,1.489727,1,1,4,4
1,20.677105,1,1,2,3,2,2,1.618189,2,1.572648,1,1,4,4
1,21.797388,1,1,2.121909,3,2,2,2.500556,2,2.31758,1,1,4,4
1,22.719385,1,1,2,3,2,2,2.714091,2,3.64213,2.334737,1,4,4
1,22.177099,1,1,2,3,2,2,2.697661,2,3.624919,2.339474,1,4,4
2,23.099906,1,1,2,1,2,2,2,2,1.413624,1,1,4,4
2,24.17851,1,1,2,1,2,2,2,2,1.122477,1,1,4,4
1,20.924808,1,1,2,3,2,2,2.290368,2,1.112186,1.544238,2,4,4
1,20.975973,1,1,2,3,2,2,1.025275,2,1.11314,1.275587,2,4,4
1,21.856301,1,1,2,2.358455,2,2,2.515765,2,1.98343,2.257466,2,4,4
1,18.140751,1,1,2,1.706551,2,2,2.039514,2,2,3,2,4,4
2,18,1,1,2.642744,3,2,2,1.904054,2,2.645654,1.363549,2,4,4
2,18,1,1,2.387426,3,2,2,1.77962,2,1.744115,1.931263,2,4,4
2,20.206358,1,1,1.996638,3,2,2,1.033199,2,1.584794,1.528397,2,4,4
2,18.152876,1,1,2.107854,3,2,2,1.383894,2,2.141536,1.832423,2,4,4
1,22.336216,1,1,2.253707,3,2,2,2.524432,2,1.58326,1.275694,2,4,4
1,23,1,1,2.393837,3,2,2,2.01499,2,1.978825,1.42333,2,4,4
1,22.088059,1,1,2.348745,3,2,2,2.096751,2,1.544564,1.67688,2,4,4
1,23,1,1,2.312825,3,2,2,2.073497,2,1.624466,1.579542,2,4,4
1,20.993067,1,1,2,3,2,2,1.234943,2,1.118468,1,2,4,4
